time_of_day,day_type,season,weather,visibility,road_type,road_curvature,junction,traffic_density,avg_speed,heavy_vehicle_presence,lighting,road_condition,accident_occured
morning,weekday,monsoon,cloudy,medium,urban,moderate,1,low,45,1,good,wet,0
night,weekday,summer,fog,medium,rural,sharp,1,low,69,1,poor,wet,1
morning,weekday,monsoon,heavy_rain,medium,highway,straight,0,medium,66,1,good,dry,0
afternoon,weekday,monsoon,fog,medium,urban,straight,0,low,50,1,good,dry,1
night,weekend,summer,clear,medium,urban,sharp,0,low,88,0,good,dry,0
morning,weekend,summer,heavy_rain,poor,highway,moderate,1,medium,20,0,poor,dry,1
evening,weekday,winter,rain,good,urban,moderate,0,low,29,0,good,dry,0
evening,weekday,winter,clear,medium,urban,moderate,1,high,37,1,good,dry,0
afternoon,weekend,summer,rain,poor,rural,moderate,0,medium,25,0,good,dry,0
evening,weekday,winter,clear,good,highway,moderate,1,high,63,1,good,damaged,0
evening,weekday,summer,rain,poor,highway,sharp,0,low,29,0,good,dry,0
night,weekday,winter,cloudy,good,highway,moderate,0,high,33,0,poor,damaged,0
morning,weekend,winter,heavy_rain,poor,highway,straight,0,high,68,1,good,damaged,0
morning,weekend,summer,cloudy,poor,rural,straight,0,high,83,0,poor,damaged,0
evening,weekday,winter,fog,medium,urban,straight,0,high,83,0,good,wet,1
evening,weekday,winter,cloudy,poor,rural,moderate,0,high,41,1,poor,damaged,0
night,weekday,monsoon,clear,poor,highway,moderate,1,medium,41,1,poor,dry,0
morning,weekday,summer,clear,medium,urban,straight,1,medium,53,0,poor,dry,0
morning,weekday,winter,clear,good,highway,sharp,1,low,34,1,good,damaged,0
afternoon,weekday,monsoon,heavy_rain,poor,urban,sharp,1,high,57,0,good,dry,0
evening,weekend,monsoon,fog,medium,urban,straight,0,high,47,0,poor,dry,0
night,weekend,monsoon,clear,poor,urban,straight,0,high,49,0,poor,damaged,0
evening,weekend,winter,heavy_rain,good,urban,straight,1,high,90,1,good,dry,0
evening,weekday,winter,heavy_rain,medium,urban,sharp,0,low,20,1,good,dry,0
night,weekday,monsoon,cloudy,medium,rural,sharp,1,low,23,0,poor,wet,0
morning,weekend,winter,clear,medium,highway,straight,0,low,70,0,poor,dry,0
evening,weekend,summer,rain,good,urban,sharp,0,medium,67,1,poor,wet,0
evening,weekday,summer,clear,poor,urban,moderate,1,medium,87,0,poor,wet,0
morning,weekend,monsoon,clear,good,highway,straight,0,high,42,1,good,dry,0
afternoon,weekday,summer,heavy_rain,medium,highway,moderate,0,medium,61,0,good,wet,1
night,weekend,summer,cloudy,good,urban,moderate,1,high,57,0,poor,dry,1
evening,weekend,summer,cloudy,poor,urban,straight,0,low,55,0,poor,damaged,0
morning,weekend,monsoon,heavy_rain,poor,highway,straight,1,high,36,1,poor,wet,1
night,weekend,summer,cloudy,medium,highway,moderate,0,low,30,0,poor,wet,0
evening,weekday,monsoon,cloudy,poor,rural,sharp,0,low,56,1,poor,dry,0
morning,weekday,winter,fog,good,urban,sharp,1,low,71,1,poor,dry,1
evening,weekday,winter,clear,good,rural,sharp,1,high,55,0,poor,dry,1
afternoon,weekend,monsoon,fog,medium,highway,straight,1,medium,28,1,good,damaged,1
morning,weekday,summer,clear,poor,urban,straight,0,medium,68,0,good,wet,0
morning,weekend,monsoon,cloudy,medium,rural,moderate,1,low,32,0,poor,dry,0
evening,weekday,winter,clear,medium,highway,moderate,0,low,72,1,poor,wet,1
evening,weekday,summer,clear,good,highway,sharp,1,high,83,0,good,dry,0
night,weekday,monsoon,fog,good,highway,sharp,0,low,22,0,poor,damaged,1
afternoon,weekday,summer,rain,poor,urban,straight,1,high,83,0,good,wet,0
night,weekday,winter,clear,medium,highway,moderate,0,medium,40,0,poor,damaged,1
night,weekend,summer,rain,poor,highway,moderate,1,medium,24,1,poor,wet,1
evening,weekday,summer,heavy_rain,poor,rural,straight,1,medium,79,0,good,damaged,0
afternoon,weekend,winter,heavy_rain,medium,highway,straight,1,medium,89,0,good,wet,0
morning,weekend,winter,cloudy,poor,rural,moderate,1,high,88,0,poor,dry,1
afternoon,weekend,monsoon,heavy_rain,poor,highway,straight,1,medium,82,1,good,dry,0
afternoon,weekend,winter,fog,medium,urban,moderate,0,high,27,1,good,dry,0
morning,weekday,winter,heavy_rain,medium,rural,straight,1,medium,90,1,good,wet,1
afternoon,weekday,winter,rain,poor,highway,moderate,1,medium,60,1,good,dry,0
night,weekday,monsoon,clear,poor,urban,sharp,1,high,20,0,good,damaged,1
afternoon,weekend,winter,rain,poor,urban,moderate,0,medium,22,0,poor,damaged,0
afternoon,weekend,summer,rain,good,urban,moderate,1,high,80,0,good,dry,0
afternoon,weekend,summer,heavy_rain,poor,rural,straight,0,low,35,1,poor,dry,1
evening,weekday,monsoon,fog,good,urban,straight,0,low,84,1,poor,wet,0
morning,weekend,summer,heavy_rain,good,urban,moderate,1,high,58,0,poor,dry,1
night,weekend,winter,clear,good,highway,straight,0,high,47,0,good,dry,0
night,weekend,winter,rain,good,highway,straight,0,low,28,1,good,wet,1
afternoon,weekday,monsoon,heavy_rain,good,rural,sharp,0,medium,46,1,poor,dry,0
night,weekend,winter,fog,good,urban,sharp,1,low,62,0,good,damaged,0
evening,weekend,summer,fog,good,highway,moderate,0,medium,76,0,poor,wet,1
afternoon,weekend,summer,rain,good,highway,moderate,0,low,40,1,poor,wet,0
evening,weekend,winter,clear,medium,highway,moderate,0,low,81,0,good,wet,0
morning,weekday,summer,clear,medium,urban,sharp,1,low,23,1,poor,damaged,0
morning,weekend,monsoon,heavy_rain,poor,urban,sharp,0,low,73,0,poor,damaged,0
morning,weekend,winter,fog,good,highway,moderate,1,low,32,0,good,wet,0
afternoon,weekend,winter,clear,poor,highway,moderate,0,medium,48,0,good,dry,0
night,weekend,monsoon,clear,poor,highway,sharp,1,low,63,0,poor,dry,0
evening,weekday,summer,rain,good,highway,straight,0,low,63,1,good,wet,0
night,weekday,summer,heavy_rain,medium,urban,straight,1,medium,34,1,poor,wet,0
evening,weekend,summer,clear,medium,highway,moderate,0,medium,85,0,poor,dry,0
night,weekend,winter,rain,good,rural,straight,0,high,57,0,good,wet,0
morning,weekend,summer,cloudy,medium,highway,moderate,0,low,31,0,good,dry,0
morning,weekday,winter,rain,good,rural,straight,1,low,56,1,good,wet,0
evening,weekend,winter,rain,medium,rural,sharp,0,high,28,0,poor,damaged,1
morning,weekday,monsoon,cloudy,poor,urban,moderate,1,medium,75,1,poor,damaged,1
morning,weekday,monsoon,fog,medium,rural,straight,1,high,81,0,poor,wet,1
evening,weekend,summer,clear,good,rural,straight,0,low,35,1,poor,damaged,0
evening,weekend,winter,cloudy,medium,highway,moderate,1,low,45,1,good,dry,0
morning,weekday,summer,cloudy,poor,rural,sharp,0,medium,47,0,poor,wet,0
afternoon,weekend,winter,cloudy,poor,urban,sharp,1,low,75,0,good,wet,0
afternoon,weekend,winter,rain,medium,rural,straight,0,high,63,0,poor,wet,0
night,weekday,summer,cloudy,medium,highway,sharp,0,medium,59,1,poor,wet,1
night,weekday,monsoon,rain,medium,rural,sharp,1,medium,64,1,good,wet,1
night,weekday,winter,heavy_rain,poor,highway,moderate,1,medium,77,0,poor,wet,0
afternoon,weekday,summer,fog,poor,rural,straight,0,high,37,0,good,wet,1
night,weekend,summer,rain,good,highway,sharp,1,high,68,0,poor,wet,0
night,weekend,winter,cloudy,medium,rural,moderate,0,medium,36,1,good,wet,0
night,weekday,summer,rain,poor,highway,straight,0,high,81,1,poor,wet,1
evening,weekend,summer,heavy_rain,medium,rural,sharp,1,medium,22,0,poor,dry,0
morning,weekday,monsoon,rain,good,rural,straight,1,medium,61,0,good,dry,0
morning,weekday,winter,fog,poor,urban,moderate,1,high,38,0,good,damaged,0
morning,weekday,monsoon,cloudy,good,rural,straight,0,medium,22,1,good,damaged,0
evening,weekend,winter,cloudy,poor,highway,straight,1,low,72,1,poor,wet,0
evening,weekday,monsoon,cloudy,poor,highway,sharp,0,high,56,0,good,wet,1
morning,weekday,winter,cloudy,good,highway,straight,1,medium,62,0,good,wet,0
night,weekend,summer,clear,good,urban,moderate,1,low,33,0,good,dry,0
morning,weekday,winter,clear,good,highway,sharp,0,medium,71,1,good,wet,0
afternoon,weekday,winter,fog,poor,urban,moderate,1,high,48,1,poor,wet,1
morning,weekday,summer,rain,medium,rural,sharp,1,high,20,0,poor,dry,0
night,weekday,monsoon,rain,medium,highway,sharp,0,medium,50,1,good,damaged,0
morning,weekend,summer,clear,medium,urban,moderate,1,low,85,0,poor,wet,0
morning,weekend,monsoon,heavy_rain,poor,highway,straight,0,high,54,1,poor,damaged,0
evening,weekday,summer,clear,poor,rural,sharp,0,medium,25,0,good,damaged,0
morning,weekend,winter,rain,medium,rural,sharp,0,low,51,1,good,wet,0
night,weekday,monsoon,fog,medium,urban,moderate,1,low,25,0,good,dry,0
afternoon,weekday,monsoon,fog,medium,highway,straight,0,medium,45,1,poor,wet,0
morning,weekend,summer,cloudy,good,urban,straight,1,low,29,1,good,wet,0
night,weekday,summer,heavy_rain,good,urban,sharp,0,medium,75,1,poor,wet,0
evening,weekday,monsoon,heavy_rain,good,highway,straight,0,high,25,0,good,wet,0
night,weekday,winter,rain,medium,rural,moderate,1,high,73,0,poor,wet,0
afternoon,weekday,monsoon,cloudy,medium,urban,sharp,1,medium,78,1,poor,dry,0
morning,weekend,winter,clear,medium,urban,sharp,1,medium,66,1,poor,wet,0
evening,weekday,monsoon,heavy_rain,medium,urban,sharp,1,low,37,0,poor,wet,0
afternoon,weekday,monsoon,clear,good,highway,moderate,0,high,76,1,good,wet,1
night,weekday,summer,rain,poor,highway,straight,1,medium,82,0,good,wet,1
evening,weekend,winter,cloudy,poor,highway,moderate,1,high,66,1,good,dry,1
night,weekend,winter,fog,good,highway,straight,0,high,48,1,good,wet,1
afternoon,weekday,summer,fog,good,rural,moderate,0,medium,64,1,poor,wet,1
night,weekday,monsoon,rain,medium,highway,sharp,1,medium,56,0,good,wet,0
evening,weekday,winter,rain,good,highway,sharp,1,medium,69,0,poor,dry,0
afternoon,weekend,monsoon,fog,medium,urban,moderate,1,low,47,1,good,damaged,0
night,weekday,winter,clear,medium,rural,straight,1,medium,67,0,poor,wet,1
night,weekend,winter,heavy_rain,medium,highway,sharp,1,low,76,0,poor,dry,1
afternoon,weekday,winter,fog,medium,rural,straight,1,medium,58,0,good,wet,0
night,weekend,winter,rain,medium,highway,straight,1,medium,69,0,poor,damaged,1
night,weekday,winter,fog,good,rural,straight,0,low,75,1,good,damaged,0
afternoon,weekend,winter,heavy_rain,poor,urban,straight,0,low,21,0,good,dry,0
morning,weekday,monsoon,fog,good,urban,moderate,0,high,86,1,poor,dry,1
night,weekend,monsoon,rain,medium,rural,moderate,1,medium,21,1,poor,wet,1
evening,weekend,monsoon,clear,poor,rural,straight,0,low,56,0,poor,dry,0
afternoon,weekday,winter,heavy_rain,medium,highway,moderate,1,medium,77,1,good,wet,0
morning,weekday,summer,heavy_rain,medium,highway,moderate,1,medium,90,1,good,dry,0
morning,weekend,monsoon,fog,medium,urban,moderate,0,medium,87,0,good,damaged,0
evening,weekend,summer,cloudy,poor,urban,moderate,1,medium,51,1,poor,dry,0
afternoon,weekday,winter,clear,medium,highway,straight,0,low,70,1,good,dry,0
night,weekend,monsoon,rain,good,highway,sharp,0,medium,85,0,poor,dry,1
afternoon,weekend,summer,clear,poor,rural,moderate,1,high,73,0,good,wet,0
evening,weekday,monsoon,heavy_rain,poor,urban,sharp,0,low,31,1,good,dry,1
night,weekend,winter,rain,medium,highway,straight,1,low,81,1,good,wet,0
night,weekday,winter,rain,good,urban,sharp,1,low,84,1,good,wet,1
evening,weekday,monsoon,clear,medium,urban,straight,0,low,71,1,good,damaged,0
evening,weekend,summer,rain,medium,urban,moderate,0,low,66,0,good,damaged,0
evening,weekend,summer,rain,good,highway,straight,1,medium,59,0,good,damaged,0
morning,weekday,summer,rain,good,rural,sharp,0,high,73,1,good,dry,1
night,weekday,summer,heavy_rain,poor,urban,straight,0,low,77,0,poor,damaged,1
night,weekday,winter,rain,medium,rural,moderate,1,low,59,0,good,wet,1
morning,weekend,winter,clear,poor,urban,moderate,1,low,46,0,good,dry,0
morning,weekday,summer,clear,good,urban,sharp,0,low,41,0,good,damaged,0
evening,weekday,monsoon,heavy_rain,good,rural,straight,1,high,43,1,poor,damaged,1
night,weekend,summer,heavy_rain,good,rural,straight,1,high,57,0,poor,damaged,0
night,weekend,summer,rain,medium,urban,sharp,0,high,61,0,good,damaged,0
morning,weekend,monsoon,heavy_rain,good,highway,sharp,1,low,55,1,good,dry,1
morning,weekend,summer,clear,poor,rural,straight,1,medium,37,0,poor,wet,1
morning,weekend,winter,rain,medium,rural,sharp,1,medium,53,1,poor,dry,0
morning,weekend,monsoon,heavy_rain,good,rural,straight,1,medium,28,1,good,damaged,0
morning,weekend,winter,clear,poor,urban,straight,1,medium,35,1,good,dry,0
afternoon,weekend,monsoon,rain,medium,urban,sharp,0,high,27,0,poor,dry,0
night,weekday,summer,rain,poor,highway,straight,0,high,22,1,poor,wet,0
evening,weekday,summer,heavy_rain,medium,highway,sharp,1,medium,83,0,poor,dry,0
evening,weekday,summer,fog,medium,rural,sharp,1,high,38,1,poor,wet,0
evening,weekday,winter,cloudy,poor,highway,straight,1,high,70,0,poor,damaged,0
afternoon,weekday,monsoon,cloudy,good,urban,straight,1,low,85,0,poor,damaged,0
afternoon,weekday,winter,clear,poor,highway,sharp,0,medium,33,1,good,damaged,0
evening,weekend,monsoon,fog,good,rural,sharp,0,medium,41,1,good,dry,0
morning,weekday,summer,heavy_rain,poor,urban,sharp,0,low,70,1,good,damaged,1
afternoon,weekend,monsoon,rain,medium,rural,moderate,1,high,32,0,poor,dry,1
morning,weekday,winter,rain,poor,urban,sharp,1,medium,69,0,good,wet,0
night,weekday,summer,clear,medium,highway,moderate,0,low,70,0,poor,damaged,0
morning,weekday,winter,clear,good,highway,sharp,1,high,75,1,poor,dry,0
morning,weekday,monsoon,heavy_rain,poor,rural,moderate,1,high,20,1,good,dry,0
morning,weekend,monsoon,heavy_rain,poor,rural,straight,1,high,69,1,poor,wet,1
morning,weekend,summer,fog,medium,highway,moderate,1,medium,33,1,good,damaged,0
evening,weekend,monsoon,cloudy,poor,urban,sharp,1,low,62,1,poor,wet,1
evening,weekday,monsoon,heavy_rain,poor,urban,moderate,1,medium,38,1,poor,damaged,0
night,weekend,summer,fog,good,urban,straight,1,low,30,1,good,damaged,0
evening,weekday,winter,rain,medium,rural,moderate,1,medium,79,0,good,wet,1
night,weekday,monsoon,heavy_rain,good,rural,straight,1,low,83,1,good,dry,0
morning,weekday,winter,heavy_rain,medium,urban,straight,1,high,74,1,poor,dry,1
afternoon,weekend,monsoon,heavy_rain,good,rural,straight,0,medium,62,1,poor,damaged,1
evening,weekend,summer,heavy_rain,poor,highway,straight,0,low,39,1,good,damaged,0
morning,weekend,summer,clear,poor,highway,sharp,1,medium,75,0,good,damaged,0
night,weekday,monsoon,fog,poor,highway,straight,0,low,56,1,poor,damaged,1
morning,weekend,summer,fog,good,highway,moderate,0,medium,90,0,poor,wet,1
morning,weekday,summer,cloudy,medium,urban,moderate,1,high,30,1,good,wet,0
night,weekend,monsoon,cloudy,medium,urban,sharp,1,low,70,0,poor,damaged,0
evening,weekend,monsoon,heavy_rain,poor,urban,straight,1,medium,57,1,good,wet,0
morning,weekday,summer,heavy_rain,good,rural,moderate,0,medium,36,1,poor,damaged,0
afternoon,weekend,monsoon,rain,good,highway,sharp,0,low,56,0,good,dry,1
morning,weekend,winter,heavy_rain,medium,urban,sharp,0,medium,55,1,poor,wet,1
night,weekend,monsoon,fog,poor,urban,straight,1,high,73,0,poor,dry,0
night,weekday,summer,clear,good,rural,straight,1,high,70,0,poor,damaged,0
afternoon,weekday,monsoon,heavy_rain,medium,highway,straight,0,high,33,1,good,wet,0
afternoon,weekend,summer,rain,medium,highway,sharp,0,high,41,0,good,damaged,0
morning,weekday,monsoon,rain,poor,urban,straight,1,medium,32,1,good,wet,1
night,weekend,winter,cloudy,medium,rural,straight,1,high,43,0,good,dry,0
evening,weekend,winter,cloudy,good,urban,moderate,1,high,55,1,good,damaged,0
night,weekend,monsoon,rain,good,highway,straight,0,low,87,0,good,wet,0
afternoon,weekday,summer,cloudy,poor,highway,sharp,0,low,88,0,good,damaged,0
night,weekday,winter,clear,good,urban,sharp,0,medium,74,1,good,dry,0
night,weekend,monsoon,cloudy,poor,highway,sharp,0,low,64,1,poor,wet,1
evening,weekday,winter,rain,poor,urban,straight,0,high,67,1,good,damaged,1
night,weekend,monsoon,heavy_rain,medium,urban,straight,0,low,61,0,good,wet,1
morning,weekend,winter,heavy_rain,good,rural,sharp,0,high,51,1,poor,dry,1
morning,weekend,monsoon,rain,poor,highway,sharp,0,medium,74,0,poor,dry,1
afternoon,weekend,winter,clear,poor,highway,straight,1,high,69,1,poor,dry,1
night,weekday,summer,fog,medium,urban,straight,0,medium,84,0,good,wet,0
morning,weekday,summer,cloudy,medium,urban,straight,1,low,84,0,poor,wet,1
morning,weekday,summer,rain,medium,rural,sharp,1,high,51,1,poor,dry,1
afternoon,weekday,summer,heavy_rain,poor,rural,sharp,0,medium,32,0,good,dry,0
night,weekday,summer,fog,medium,urban,straight,0,low,54,1,poor,wet,0
evening,weekend,monsoon,heavy_rain,poor,urban,moderate,1,high,25,1,poor,damaged,1
morning,weekend,monsoon,heavy_rain,medium,urban,moderate,0,high,74,0,poor,wet,0
night,weekday,monsoon,heavy_rain,poor,urban,straight,0,medium,55,1,poor,dry,0
night,weekday,monsoon,rain,good,rural,straight,0,low,63,1,poor,damaged,0
night,weekday,monsoon,heavy_rain,good,urban,straight,1,medium,60,0,good,damaged,1
evening,weekday,summer,rain,medium,rural,moderate,1,high,76,0,poor,dry,1
morning,weekend,winter,cloudy,poor,rural,moderate,0,low,39,1,poor,damaged,0
afternoon,weekend,summer,fog,poor,rural,moderate,0,high,78,0,good,dry,0
night,weekday,summer,fog,medium,highway,straight,0,low,52,1,poor,wet,1
night,weekend,monsoon,clear,good,rural,straight,1,low,76,0,poor,damaged,0
evening,weekend,summer,cloudy,poor,urban,moderate,1,high,57,1,poor,wet,0
night,weekend,summer,fog,poor,urban,straight,1,high,31,1,good,damaged,0
morning,weekday,winter,clear,good,highway,straight,0,low,61,0,poor,damaged,0
night,weekend,monsoon,heavy_rain,poor,rural,sharp,1,medium,53,0,poor,wet,0
afternoon,weekday,summer,rain,medium,highway,sharp,1,medium,54,1,poor,dry,0
night,weekend,summer,heavy_rain,medium,rural,moderate,0,medium,70,1,poor,wet,0
night,weekend,summer,rain,medium,highway,straight,1,medium,67,0,poor,dry,0
morning,weekend,winter,heavy_rain,poor,urban,sharp,0,medium,90,0,good,wet,1
morning,weekday,monsoon,rain,good,highway,moderate,0,high,28,1,poor,wet,0
morning,weekend,summer,fog,poor,highway,sharp,1,high,22,1,poor,dry,1
morning,weekday,monsoon,rain,poor,urban,sharp,0,low,24,1,poor,wet,0
night,weekday,monsoon,fog,good,rural,straight,1,medium,77,1,poor,dry,1
afternoon,weekend,summer,cloudy,medium,highway,moderate,1,medium,80,1,good,wet,0
morning,weekend,summer,cloudy,good,rural,sharp,1,low,24,0,poor,wet,0
evening,weekend,summer,fog,poor,highway,sharp,1,high,43,1,good,wet,0
night,weekday,monsoon,cloudy,poor,rural,straight,1,high,84,1,poor,dry,1
evening,weekday,monsoon,clear,poor,highway,moderate,0,medium,33,1,good,wet,0
afternoon,weekend,monsoon,clear,medium,urban,moderate,0,high,32,1,poor,wet,1
evening,weekday,summer,cloudy,poor,rural,sharp,1,high,73,1,good,dry,1
morning,weekday,summer,heavy_rain,medium,rural,sharp,1,high,52,1,poor,damaged,0
evening,weekday,monsoon,rain,poor,urban,moderate,0,low,56,1,good,dry,0
evening,weekday,summer,clear,poor,highway,moderate,1,high,31,1,poor,wet,0
morning,weekend,winter,clear,good,urban,moderate,1,high,25,0,good,wet,0
evening,weekend,summer,clear,poor,highway,moderate,1,high,74,0,poor,damaged,1
morning,weekend,monsoon,fog,medium,urban,straight,0,high,79,1,poor,wet,0
night,weekend,monsoon,rain,poor,urban,straight,0,high,63,1,poor,wet,0
evening,weekend,winter,clear,poor,rural,sharp,1,low,61,0,poor,damaged,1
afternoon,weekday,monsoon,clear,poor,urban,moderate,1,medium,30,0,poor,wet,0
evening,weekday,winter,clear,medium,rural,straight,1,medium,46,1,poor,dry,0
evening,weekend,summer,heavy_rain,medium,rural,sharp,0,high,26,0,good,dry,0
morning,weekday,winter,fog,good,highway,sharp,0,high,47,0,good,wet,0
afternoon,weekday,summer,rain,medium,highway,straight,1,high,56,1,good,damaged,0
night,weekday,summer,rain,medium,highway,sharp,1,medium,50,0,good,wet,1
night,weekend,monsoon,cloudy,good,highway,moderate,0,medium,25,0,poor,dry,0
